24
30.0 0.0 -29.0 1.0
28.9777747887 7.76457135308 -27.9777747887 -6.76457135308
25.9807621135 15.0 -24.9807621135 -14.0
21.2132034356 21.2132034356 -20.2132034356 -20.2132034356
15.0 25.9807621135 -14.0 -24.9807621135
7.76457135308 28.9777747887 -6.76457135308 -27.9777747887
1.83697019872e-15 30.0 1.0 -29.0
-7.76457135308 28.9777747887 8.76457135308 -27.9777747887
-15.0 25.9807621135 16.0 -24.9807621135
-21.2132034356 21.2132034356 22.2132034356 -20.2132034356
-25.9807621135 15.0 26.9807621135 -14.0
-28.9777747887 7.76457135308 29.9777747887 -6.76457135308
-30.0 3.67394039744e-15 31.0 1.0
-28.9777747887 -7.76457135308 29.9777747887 8.76457135308
-25.9807621135 -15.0 26.9807621135 16.0
-21.2132034356 -21.2132034356 22.2132034356 22.2132034356
-15.0 -25.9807621135 16.0 26.9807621135
-7.76457135308 -28.9777747887 8.76457135308 29.9777747887
-5.51091059616e-15 -30.0 1.0 31.0
7.76457135308 -28.9777747887 -6.76457135308 29.9777747887
15.0 -25.9807621135 -14.0 26.9807621135
21.2132034356 -21.2132034356 -20.2132034356 22.2132034356
25.9807621135 -15.0 -24.9807621135 16.0
28.9777747887 -7.76457135308 -27.9777747887 8.76457135308
13
-19.3162983425 15.5990016639 1
-19.2196132597 10.2412645591 1
15.8770718232 10.7071547421 1
10.3660220994 14.7836938436 3
-17.3825966851 -11.6555740433 1
-17.3825966851 -18.8768718802 1
-11.2914364641 -18.8768718802 1
-8.97099447514 -12.7038269551 3
2.92127071823 -13.4026622296 1
2.72790055249 -19.6921797005 1
16.070441989 -18.1780366057 1
18.9709944751 -13.0532445923 1
11.429558011 -8.51081530782 3
