4
15 12 15 19
4 19 16 2
7 11 10 5
1 6 3 13
20 20
1 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1 0
0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 1
0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0
1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 1
1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1
0 1 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 1
0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 1
0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1
1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0
1 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0
0 0 0 1 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0
0 1 0 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 0 1
1 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 0 0
0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1
1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1
0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0
1 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1
0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
