4
15 12
4 19
7 11
1 6
10
1 18
3 13
6 8
5 3
11 0
11 2
13 8
15 5
16 4
19 17
20 20
1 0 0 0 1 1 1 0 1 1 0 0 0 1 1 0 1 0 1 0
0 1 0 0 1 1 0 1 0 0 0 1 0 1 0 0 1 1 0 1
0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 0 1 0 0
1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 1
1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
1 0 1 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1
0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1
0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 1
0 0 0 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 1
1 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0
1 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0
0 0 0 1 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0
0 1 0 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 0 1
1 0 0 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 0 0
0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1
1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1
0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0
1 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1
0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
